uri,title,terms,term_types
/subjects/33885,Pyrenees,Pyrenees,geographic
/subjects/30600,Iran,Iran,geographic
/subjects/31912,Harwich (England),Harwich (England),geographic
/subjects/38230,Druzetici (Serbia),Druzetici (Serbia),geographic
/subjects/40502,Nazi propaganda,Nazi propaganda,topical
/subjects/36384,Pitești (Romania),Pitești (Romania),geographic
/subjects/28660,Livry-Gargan (France),Livry-Gargan (France),geographic
/subjects/35951,Ampfing (Germany),Ampfing (Germany),geographic
/subjects/28230,Qābis (Tunisia),Qābis (Tunisia),geographic
/subjects/34213,Kaiserslautern (Germany),Kaiserslautern (Germany),geographic
/subjects/35814,"Tomashpilʹ (Tomashpilʹsʹkyĭ raĭon, Ukraine)","Tomashpilʹ (Tomashpilʹsʹkyĭ raĭon, Ukraine)",geographic
/subjects/28725,War crime trials -- Germany -- Württemberg,War crime trials;Germany;Württemberg,topical;geographic;geographic
/subjects/37829,"Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946","Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946",topical
/subjects/33539,Merkinė (Lithuania),Merkinė (Lithuania),geographic
/subjects/33169,Puppets,Puppets,topical
/subjects/22282,Prisons -- Poland,Prisons;Poland,topical;geographic
/subjects/39564,Escape,Escape,topical
/subjects/23539,Beremyany (Ukraine),Beremyany (Ukraine),geographic
/subjects/39837,Le Buet (France),Le Buet (France),geographic
/subjects/40447,"Buky (Cherkasʹka oblastʹ, Ukraine)","Buky (Cherkasʹka oblastʹ, Ukraine)",geographic
/subjects/35547,Slutsk (Belarus),Slutsk (Belarus),geographic
/subjects/37080,Jews -- Belarus -- Pruz︠h︡any,Jews;Belarus;Pruz︠h︡any,topical;geographic;geographic
/subjects/24356,Kōbe-shi (Japan),Kōbe-shi (Japan),geographic
/subjects/40060,Limnos (Greece : Municipality),Limnos (Greece : Municipality),geographic
/subjects/30698,Šahy (Slovakia),Šahy (Slovakia),geographic
/subjects/29143,Slavonska Požega (Croatia),Slavonska Požega (Croatia),geographic
/subjects/39513,Le Coudray-Saint-Germer (France),Le Coudray-Saint-Germer (France),geographic
/subjects/41671,Křivoklát (Czech Republic),Křivoklát (Czech Republic),geographic
/subjects/31089,Budzyń (Poland),Budzyń (Poland),geographic
/subjects/35863,Tash-Kumyr (Kyrgyzstan),Tash-Kumyr (Kyrgyzstan),geographic
/subjects/34264,Pułtusk (Poland),Pułtusk (Poland),geographic
/subjects/31066,Nemšová (Slovakia),Nemšová (Slovakia),geographic
/subjects/31436,Aldenhoven (Germany),Aldenhoven (Germany),geographic
/subjects/35475,Rabbis,Rabbis,topical
/subjects/26259,Fergana Valley,Fergana Valley,geographic
/subjects/38247,Kirgiziya (Kazakhstan),Kirgiziya (Kazakhstan),geographic
/subjects/40125,Septeuil (France),Septeuil (France),geographic
/subjects/35025,Homosexuality,Homosexuality,topical
/subjects/29006,Jews -- Poland -- Łódź,Jews;Poland;Łódź,topical;geographic;geographic
/subjects/30227,Schmidmühlen (Germany),Schmidmühlen (Germany),geographic
/subjects/36170,Jews -- Germany -- History -- 1945-1990,Jews;Germany;History;1945-1990,topical;geographic;topical;temporal
/subjects/39285,Liepāja (Latvia),Liepāja (Latvia),geographic
/subjects/22563,Marneffe (Belgium),Marneffe (Belgium),geographic
/subjects/27761,Várhomok (Hungary),Várhomok (Hungary),geographic
/subjects/37331,Voorburg (Netherlands),Voorburg (Netherlands),geographic
/subjects/26520,Cyprus,Cyprus,geographic
/subjects/36873,Monteuville (Belgium),Monteuville (Belgium),geographic
/subjects/37761,Veghel (Netherlands),Veghel (Netherlands),geographic
/subjects/23688,Socialism -- Belgium,Socialism;Belgium,topical;geographic
/subjects/26170,Kreuzlingen (Switzerland),Kreuzlingen (Switzerland),geographic
/subjects/26465,"Weimer (Thuringia, Germany)","Weimer (Thuringia, Germany)",geographic
/subjects/29790,Jews -- Hungary,Jews;Hungary,topical;geographic
/subjects/32076,Port-Bou (Spain),Port-Bou (Spain),geographic
/subjects/35249,Shlisselʹburg (Russia),Shlisselʹburg (Russia),geographic
/subjects/24008,Piotrków Trybunalski (Poland),Piotrków Trybunalski (Poland),geographic
/subjects/36936,"Trzebinia (Województwo Małopolskie, Poland)","Trzebinia (Województwo Małopolskie, Poland)",geographic
/subjects/40719,Bois-d'Haine (Belgium),Bois-d'Haine (Belgium),geographic
/subjects/26936,"Borken (North Rhine-Westphalia, Germany)","Borken (North Rhine-Westphalia, Germany)",geographic
/subjects/34008,Olympics,Olympics,topical
/subjects/41108,Enghien-les-Bains (France),Enghien-les-Bains (France),geographic
/subjects/40934,"Berlin, Battle of, Berlin, Germany, 1945","Berlin, Battle of, Berlin, Germany, 1945",topical
/subjects/37809,Warta (Poland),Warta (Poland),geographic
/subjects/35834,Jews -- Poland -- Białystok,Jews;Poland;Białystok,topical;geographic;geographic
/subjects/33519,"Drvar, Battle of, Drvar, Bosnia and Herzegovina, 1944","Drvar, Battle of, Drvar, Bosnia and Herzegovina, 1944",topical
/subjects/28355,Russia,Russia,geographic
/subjects/35137,Melle (France),Melle (France),geographic
/subjects/32308,Hong Kong (China),Hong Kong (China),geographic
/subjects/24726,Wałbrzych (Poland),Wałbrzych (Poland),geographic
/subjects/40467,Częstochowa (Poland),Częstochowa (Poland),geographic
/subjects/23149,Bellinzona (Switzerland),Bellinzona (Switzerland),geographic
/subjects/29544,"X. Kerület (Budapest, Hungary)","X. Kerület (Budapest, Hungary)",geographic
/subjects/24376,Kecskemét (Hungary),Kecskemét (Hungary),geographic
/subjects/35588,Chop (Ukraine),Chop (Ukraine),geographic
/subjects/25971,"Vilʹshanka (Kirovohradsʹka oblastʹ, Ukraine)","Vilʹshanka (Kirovohradsʹka oblastʹ, Ukraine)",geographic
/subjects/24663,Herentals (Belgium),Herentals (Belgium),geographic
/subjects/24399,Orphanages -- Czechoslovakia,Orphanages;Czechoslovakia,topical;geographic
/subjects/31461,Myślenice (Poland),Myślenice (Poland),geographic
/subjects/25072,Dysart (Scotland),Dysart (Scotland),geographic
/subjects/25588,Mestre (Italy),Mestre (Italy),geographic
/subjects/29952,Pacanów (Poland),Pacanów (Poland),geographic
/subjects/25422,"Nuremberg War Crime Trials, Nuremberg, Germany, 1946-1949","Nuremberg War Crime Trials, Nuremberg, Germany, 1946-1949",topical
/subjects/26127,Płudy (Poland),Płudy (Poland),geographic
/subjects/30509,Osipy-Lepertowizna (Poland),Osipy-Lepertowizna (Poland),geographic
/subjects/34819,Alken (Belgium),Alken (Belgium),geographic
/subjects/29682,Meudon (France),Meudon (France),geographic
/subjects/30159,Baltimore (Md.),Baltimore (Md.),geographic
/subjects/28990,Babruĭsk (Belarus),Babruĭsk (Belarus),geographic
/subjects/23775,"Montauban (Tarn-et-Garonne, France)","Montauban (Tarn-et-Garonne, France)",geographic
/subjects/22867,Wittenberg (Germany : Landkreis),Wittenberg (Germany : Landkreis),geographic
/subjects/26824,Leather workers,Leather workers,topical
/subjects/24819,Gilly (Belgium),Gilly (Belgium),geographic
/subjects/27366,Čalma (Serbia),Čalma (Serbia),geographic
/subjects/22164,Valtellina (Italy),Valtellina (Italy),geographic
/subjects/39682,Escapes -- Germany,Escapes;Germany,topical;geographic
/subjects/32888,Byeshankovichy (Belarus),Byeshankovichy (Belarus),geographic
/subjects/36062,La Spezia (Italy),La Spezia (Italy),geographic
/subjects/36598,Jews -- Poland -- Jasionówka,Jews;Poland;Jasionówka,topical;geographic;geographic
/subjects/28586,Sumy (Ukraine),Sumy (Ukraine),geographic
/subjects/37673,Lessines (Belgium),Lessines (Belgium),geographic
/subjects/38586,Ustica Island (Italy),Ustica Island (Italy),geographic
/subjects/26598,Bosnia and Herzegovina,Bosnia and Herzegovina,geographic
/subjects/22888,Starobilʹsʹk (Ukraine),Starobilʹsʹk (Ukraine),geographic
/subjects/26432,"Rudersberg (Rems-Murr-Kreis, Germany)","Rudersberg (Rems-Murr-Kreis, Germany)",geographic
/subjects/38343,Ciężkowice (Poland),Ciężkowice (Poland),geographic
/subjects/31861,Tradate (Italy),Tradate (Italy),geographic
/subjects/30773,Szentes (Hungary),Szentes (Hungary),geographic
/subjects/25822,Năsăud (Romania),Năsăud (Romania),geographic
/subjects/30323,Snina (Slovakia),Snina (Slovakia),geographic
/subjects/29102,Sydney (N.S.W.),Sydney (N.S.W.),geographic
/subjects/35121,Eeklo (Belgium),Eeklo (Belgium),geographic
/subjects/39552,"Africa, North","Africa, North",geographic
/subjects/40888,Kosava (Belarus),Kosava (Belarus),geographic
/subjects/25571,Slovakia,Slovakia,geographic
/subjects/41260,Reghin (Romania),Reghin (Romania),geographic
/subjects/25434,Jerusalem,Jerusalem,geographic
/subjects/40867,Hanušovce nad Topľou (Slovakia),Hanušovce nad Topľou (Slovakia),geographic
/subjects/25064,Bournemouth (England),Bournemouth (England),geographic
/subjects/31477,Puppet theater,Puppet theater,topical
/subjects/38206,Sanok (Poland),Sanok (Poland),geographic
/subjects/24225,Nová Bystrica (Slovakia),Nová Bystrica (Slovakia),geographic
/subjects/33919,Curaçao,Curaçao,geographic
/subjects/39944,St. John's (N.L.),St. John's (N.L.),geographic
/subjects/24675,Liberator,Liberator,topical
/subjects/22172,Torquay (England),Torquay (England),geographic
/subjects/33763,Nizhneye Krivche (Ukraine),Nizhneye Krivche (Ukraine),geographic
/subjects/22488,"Luta (Lublin, Poland)","Luta (Lublin, Poland)",geographic
/subjects/22522,Ružomberok (Slovakia),Ružomberok (Slovakia),geographic
/subjects/26832,Jews -- Lithuania -- Kovno,Jews;Lithuania;Kovno,topical;geographic;geographic
/subjects/27720,"Garbów (Lublin, Poland)","Garbów (Lublin, Poland)",geographic
/subjects/28986,Sigmaringen (Germany),Sigmaringen (Germany),geographic
/subjects/36832,Dukla (Poland),Dukla (Poland),geographic
/subjects/32522,Speicher (Switzerland),Speicher (Switzerland),geographic
/subjects/24419,Driebergen (Netherlands),Driebergen (Netherlands),geographic
/subjects/22934,Sugny (Belgium),Sugny (Belgium),geographic
/subjects/37235,"Legionowo (Województwo Mazowieckie, Poland)","Legionowo (Województwo Mazowieckie, Poland)",geographic
/subjects/35208,Chammes (France),Chammes (France),geographic
/subjects/32467,Karolinów (Poland),Karolinów (Poland),geographic
/subjects/24049,Australia,Australia,geographic
/subjects/37665,"World War, 1939-1945 -- Conscript labor -- Czechoslovakia","World War, 1939-1945;Conscript labor;Czechoslovakia",topical;topical;geographic
/subjects/35658,Cottbus (Germany),Cottbus (Germany),geographic
/subjects/33626,Stryĭ (Ukraine),Stryĭ (Ukraine),geographic
/subjects/34419,Geldrop (Netherlands),Geldrop (Netherlands),geographic
/subjects/36424,Glindow (Germany),Glindow (Germany),geographic
/subjects/28590,Jews -- Slovakia -- Dunajská Streda,Jews;Slovakia;Dunajská Streda,topical;geographic;geographic
/subjects/22467,Jägala (Estonia),Jägala (Estonia),geographic
/subjects/41667,Bochum (Germany),Bochum (Germany),geographic
/subjects/39155,"Aurich (Lower Saxony, Germany)","Aurich (Lower Saxony, Germany)",geographic
/subjects/41237,War crime trials -- Ukraine,War crime trials;Ukraine,topical;geographic
/subjects/39505,Bogen (Germany),Bogen (Germany),geographic
/subjects/33108,Straubing (Germany),Straubing (Germany),geographic
/subjects/35176,Vis Island (Croatia),Vis Island (Croatia),geographic
/subjects/40076,"Dresden (Germany) -- History -- Bombardment, 1945 -- Personal narratives","Dresden (Germany);History;Bombardment, 1945;Personal narratives",geographic;topical;temporal;genre_form
/subjects/24767,Spontin (Belgium),Spontin (Belgium),geographic
/subjects/27848,Boulogne-Billancourt (France),Boulogne-Billancourt (France),geographic
/subjects/35526,"Hongkou Qu (Shanghai, China)","Hongkou Qu (Shanghai, China)",geographic
/subjects/40426,Beaulieu-sur-Dordogne (France),Beaulieu-sur-Dordogne (France),geographic
/subjects/31836,Le Val-André (France),Le Val-André (France),geographic
/subjects/38251,Myshevichi (Belarus),Myshevichi (Belarus),geographic
/subjects/31973,Antisemitism -- Germany -- History,Antisemitism;Germany;History,topical;geographic;topical
/subjects/35199,Salzburg (Austria),Salzburg (Austria),geographic
/subjects/35463,Szatmárcseke (Hungary),Szatmárcseke (Hungary),geographic
/subjects/24788,Vatican City,Vatican City,geographic
/subjects/25033,"Broumov (Královéhradecký kraj, Czech Republic)","Broumov (Královéhradecký kraj, Czech Republic)",geographic
/subjects/31420,Rēzekne (Latvia),Rēzekne (Latvia),geographic
/subjects/39440,Poprad (Slovakia),Poprad (Slovakia),geographic
/subjects/41688,Jews -- Poland -- Dęblin,Jews;Poland;Dęblin,topical;geographic;geographic
/subjects/34788,Shanghai (China) -- Ethnic relations,Shanghai (China);Ethnic relations,geographic;topical
/subjects/25199,Jews -- Poland -- Ujazd (Województwo Świętokrzyskie),Jews;Poland;Ujazd (Województwo Świętokrzyskie),topical;geographic;geographic
/subjects/41372,Hodenhagen (Germany),Hodenhagen (Germany),geographic
/subjects/32575,Jews -- Germany -- Social conditions,Jews;Germany;Social conditions,topical;geographic;topical
/subjects/30548,Natoye (Belgium),Natoye (Belgium),geographic
/subjects/26166,Jews -- Ukraine -- Boryslav,Jews;Ukraine;Boryslav,topical;geographic;geographic
/subjects/23364,"Israel-Arab War, 1948-1949 -- Personal narratives","Israel-Arab War, 1948-1949;Personal narratives",topical;genre_form
/subjects/34858,Havré Belgium),Havré Belgium),geographic
/subjects/38528,Mlaka (Croatia),Mlaka (Croatia),geographic
/subjects/22826,Lausanne (Switzerland),Lausanne (Switzerland),geographic
/subjects/23734,Knyszyn (Poland),Knyszyn (Poland),geographic
/subjects/29339,"Cassino, Battle of, Cassino, Italy, 1944","Cassino, Battle of, Cassino, Italy, 1944",topical
/subjects/31359,Krapje (Croatia),Krapje (Croatia),geographic
/subjects/39769,La Ciotat (France),La Ciotat (France),geographic
/subjects/26865,"Dubová (Banskobystrický kraj, Slovakia)","Dubová (Banskobystrický kraj, Slovakia)",geographic
/subjects/39293,Durrës (Albania),Durrës (Albania),geographic
/subjects/32826,Le Havre (France),Le Havre (France),geographic
/subjects/28528,Frička (Slovakia),Frička (Slovakia),geographic
/subjects/36536,Jews -- Poland -- Krosno (Krosno),Jews;Poland;Krosno (Krosno),topical;geographic;geographic
/subjects/26920,"Mizh︠h︡irʹi︠a︡ (Zakarpatsḱa oblast,́ Ukraine)","Mizh︠h︡irʹi︠a︡ (Zakarpatsḱa oblast,́ Ukraine)",geographic
/subjects/28197,Kosyny (Ukraine),Kosyny (Ukraine),geographic
/subjects/23221,Thebes (Greece),Thebes (Greece),geographic
/subjects/37632,Iza (Ukraine),Iza (Ukraine),geographic
/subjects/26023,Bershad ̓(Ukraine),Bershad ̓(Ukraine),geographic
/subjects/26189,Draft -- Slovakia,Draft;Slovakia,topical;geographic
/subjects/29786,Prisoner-of-war camps -- Sociological aspects,Prisoner-of-war camps;Sociological aspects,topical;topical
/subjects/26473,Sex differences,Sex differences,topical
/subjects/40148,Wit and humor,Wit and humor,topical
/subjects/38380,Dobre (Poland),Dobre (Poland),geographic
/subjects/23466,Włodawa (Poland),Włodawa (Poland),geographic
/subjects/37075,"Brzeg (Województwo Opolskie, Poland)","Brzeg (Województwo Opolskie, Poland)",geographic
/subjects/39591,Bihać (Bosnia and Herzegovina),Bihać (Bosnia and Herzegovina),geographic
/subjects/34659,Bad Friedrichshall (Germany),Bad Friedrichshall (Germany),geographic
/subjects/33036,Nottingham (England),Nottingham (England),geographic
/subjects/36234,Arbourse (France),Arbourse (France),geographic
/subjects/22332,Kena (Lithuania),Kena (Lithuania),geographic
/subjects/36721,Orléans (France),Orléans (France),geographic
/subjects/33523,Mate selection -- Religious aspects -- Judaism,Mate selection;Religious aspects;Judaism,topical;topical;topical
/subjects/22762,Morgenstern (Germany),Morgenstern (Germany),geographic
/subjects/37999,Chesières (Switzerland),Chesières (Switzerland),geographic
/subjects/22298,Tirana (Albania),Tirana (Albania),geographic
/subjects/27560,Jews -- Ukraine -- Tulʹchyn,Jews;Ukraine;Tulʹchyn,topical;geographic;geographic
/subjects/23523,Villers-Bretonneux (France),Villers-Bretonneux (France),geographic
/subjects/32332,Prisoners of War -- France,Prisoners of War;France,topical;geographic
/subjects/26721,Radolfzell am Bodensee (Germany),Radolfzell am Bodensee (Germany),geographic
/subjects/37560,Novosad (Slovakia),Novosad (Slovakia),geographic
/subjects/23489,Kazlu Ruda (Lithuania),Kazlu Ruda (Lithuania),geographic
/subjects/26371,Jastkowice (Poland),Jastkowice (Poland),geographic
/subjects/39657,Koněšín (Czech Republic),Koněšín (Czech Republic),geographic
/subjects/38945,Kletsk (Belarus),Kletsk (Belarus),geographic
/subjects/36408,Gross-Rosen (Germany : Concentration camp),Gross-Rosen (Germany : Concentration camp),geographic
/subjects/40774,Żuromin (Poland),Żuromin (Poland),geographic
/subjects/24065,Reims (France),Reims (France),geographic
/subjects/22918,Csengerújfalu (Hungary),Csengerújfalu (Hungary),geographic
/subjects/38103,Berdykovtse (Ukraine),Berdykovtse (Ukraine),geographic
/subjects/24120,Radzymin (Poland),Radzymin (Poland),geographic
/subjects/28800,Beauvechain (Belgium),Beauvechain (Belgium),geographic
/subjects/29712,Bunkers,Bunkers,topical
/subjects/24570,Leeuwarden (Netherlands),Leeuwarden (Netherlands),geographic
/subjects/39712,Raasiku (Estonia),Raasiku (Estonia),geographic
/subjects/24823,Jews -- Poland -- Będzin,Jews;Poland;Będzin,topical;geographic;geographic
/subjects/31322,Jarok (Slovakia),Jarok (Slovakia),geographic
/subjects/29895,Jews -- Poland -- Bełchatów,Jews;Poland;Bełchatów,topical;geographic;geographic
/subjects/22220,Ostrach (Germany),Ostrach (Germany),geographic
/subjects/23061,Pawłowice (Poland),Pawłowice (Poland),geographic
